,title,certification,rating,numStudent,difficulty,link,skills
244,Machine Learning,SPECIALIZATION,4.6,390k,Intermediate,https://www.coursera.org/specializations/machine-learning,Data Clustering AlgorithmsMachine LearningClassification AlgorithmsDecision TreePython ProgrammingMachine Learning ConceptsDeep LearningLinear RegressionRidge RegressionLasso (Statistics)Regression AnalysisLogistic Regression
245,Marketing Mix Implementation,SPECIALIZATION,4.7,130k,Beginner,https://www.coursera.org/specializations/marketing-mix,PricingCommunicationProduct ManagementMarketingBrand ArchitectureBrand ManagementBrand EngagementPsychologyPrice DiscriminationPricing StrategiesRetail ManagementSupply Chain
246,Introduction to Programming in C,SPECIALIZATION,4.6,150k,Beginner,https://www.coursera.org/specializations/c-programming,C ProgrammingCompilerDebuggingAlgorithmsProgramming Language ConceptsProblem Solving
247,Global Quality Maternal and Newborn Care,COURSE,4.6,2.6k,Intermediate,https://www.coursera.org/learn/global-quality-maternal-and-newborn-care,C ProgrammingCompilerDebuggingAlgorithmsProgramming Language ConceptsProblem Solving
248,Object Oriented Java Programming: Data Structures and Beyond,SPECIALIZATION,4.7,300k,Intermediate,https://www.coursera.org/specializations/java-object-oriented,Data StructureProblem SolvingJava ProgrammingObject-Oriented Programming (OOP)Logic ProgrammingSorting AlgorithmTrees (Data Structures)Linked ListBinary TreeGraphsSearch AlgorithmGraph Algorithms
249,The Strategy of Content Marketing,COURSE,4.5,180k,Intermediate,https://www.coursera.org/learn/content-marketing,ManagementContent MarketingCopywritingWriting
250,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
251,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
252,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
253,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
254,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
255,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
256,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
257,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
258,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
259,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
260,Strategic Management and Innovation,SPECIALIZATION,4.7,89k,Beginner,https://www.coursera.org/specializations/strategic-management,Strategic ManagementStrategy ImplementationStrategic ThinkingBusiness StrategyStrategic PlanningDecision-MakingPerformance Management
261,Finding Purpose and Meaning In Life: Living for What Matters Most,COURSE,4.8,84k,Beginner,https://www.coursera.org/learn/finding-purpose-and-meaning-in-life,Strategic ManagementStrategy ImplementationStrategic ThinkingBusiness StrategyStrategic PlanningDecision-MakingPerformance Management
262,Digital Manufacturing & Design Technology,SPECIALIZATION,4.6,73k,Beginner,https://www.coursera.org/specializations/digital-manufacturing-design-technology,Artificial Intelligence (AI)Digital DesignManufacturing EngineerIndustry 4.0
263,Positive Psychology: Martin E. P. Seligman’s Visionary Science,COURSE,4.8,60k,Beginner,https://www.coursera.org/learn/positive-psychology-visionary-science,Character Strengths And VirtuesGratitudePositive EducationPositive Psychology
264,Think like a CFO,SPECIALIZATION,4.8,140k,Beginner,https://www.coursera.org/specializations/thinklikeacfo,Financial AccountingAccountingFinancial StatementBalance SheetDupont AnalysisManagement AccountingBusiness AnalysisFinanceCorporate FinanceFinancial RiskEvaluationInvestment
265,"Hotel Management: Distribution, Revenue and Demand Management",SPECIALIZATION,4.6,36k,Beginner,https://www.coursera.org/specializations/hotel-management,PricingRevenue ManagementForecastingHotel ManagementHospitality ManagementHospitality Management StudiesSegmentation AnalysisDemand ManagementAsset Management
266,Clinical Terminology for International and U.S. Students,COURSE,4.8,53k,Beginner,https://www.coursera.org/learn/clinical-terminology,English LanguageClinical ExperienceVital SignsMedical Device
267,International Women's Health and Human Rights,COURSE,4.9,50k,Beginner,https://www.coursera.org/learn/womens-health-human-rights,Health EducationReproductive HealthCommunity HealthSexually Transmitted Infections
268,Introduction to Computer Science and Programming,SPECIALIZATION,4.3,56k,Beginner,https://www.coursera.org/specializations/introduction-computer-science-programming,Computer Graphics (CG)Problem SolvingMathematicsJavaScriptComputer Programming
269,Food & Beverage Management,COURSE,4.8,75k,Mixed,https://www.coursera.org/learn/food-beverage-management,Promotion And Marketing CommunicationsFood MarketingMarketingBrand Management
270,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
271,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
272,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
273,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
274,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
275,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
276,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
277,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
278,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
279,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
280,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
281,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
282,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
283,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
284,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
285,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
286,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
287,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
288,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
289,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
290,Using Python to Access Web Data,COURSE,4.8,460k,Mixed,https://www.coursera.org/learn/python-network-data,JsonXmlPython ProgrammingWeb Scraping
291,Financial Engineering and Risk Management Part I,COURSE,4.6,350k,Mixed,https://www.coursera.org/learn/financial-engineering-1,PricingFinancial ModelingFinancial RiskFinancial Engineering
292,Business Strategies for A Better World,SPECIALIZATION,4.7,29k,Beginner,https://www.coursera.org/specializations/wharton-global-business-strategy,Social Return On Investment (SROI)CorruptionSocial EntrepreneurshipSocially Responsible InvestingGlobal Financial CrisisTrend AnalysisEconomyTradingStrategic Management
293,Medical Neuroscience,COURSE,4.9,210k,Advanced,https://www.coursera.org/learn/medical-neuroscience,BrainNeurological DisordersNeurobiologyNeurology
294,Introduction to Systematic Review and Meta-Analysis,COURSE,4.8,85k,Mixed,https://www.coursera.org/learn/systematic-review,BrainNeurological DisordersNeurobiologyNeurology
295,The Data Scientist’s Toolbox,COURSE,4.6,580k,Mixed,https://www.coursera.org/learn/data-scientists-tools,Data ScienceGithubR ProgrammingRstudio
296,Six Sigma Green Belt,SPECIALIZATION,4.7,41k,Intermediate,https://www.coursera.org/specializations/six-sigma-green-belt,Lean Six SigmaProcess ImprovementSix Sigma Green BeltSix SigmaProcess Capability
297,Introduction to Philosophy,COURSE,4.7,460k,Mixed,https://www.coursera.org/learn/philosophy,Lean Six SigmaProcess ImprovementSix Sigma Green BeltSix SigmaProcess Capability
298,Animal Behaviour and Welfare,COURSE,4.8,94k,Mixed,https://www.coursera.org/learn/animal-welfare,AnimalAnimal BehaviorVeterinaryDog
299,Finance for Non-Finance Professionals,COURSE,4.8,98k,Beginner,https://www.coursera.org/learn/finance-for-non-finance,Financial AccountingCapital BudgetingCorporate FinanceFinance
300,Digital Advertising Strategy,SPECIALIZATION,4.5,35k,Beginner,https://www.coursera.org/specializations/digital-advertising-strategy,Native AdvertisingGoogle Ads Search AdvertisingFacebook AdvertisingSearch AdvertisingTwitter Advertising
301,Marketing Strategy,SPECIALIZATION,4.5,98k,Beginner,https://www.coursera.org/specializations/marketing-strategy,Marketing PlanMarket ResearchPositioning (Marketing)Value PropositionConsumer BehaviourData AnalysisMarket SegmentationMarketing ProcessMarket AnalysisPlanningMarketing Strategy
302,Global Diplomacy – Diplomacy in the Modern World,COURSE,4.7,110k,Mixed,https://www.coursera.org/learn/global-diplomacy,Policy AnalysisArtHistoryInternational Relations
303,Convolutional Neural Networks in TensorFlow,COURSE,4.7,79k,Intermediate,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,Inductive TransferAugmentationDropoutsMachine LearningTensorflow
304,An Introduction to Consumer Neuroscience & Neuromarketing,COURSE,4.7,91k,Beginner,https://www.coursera.org/learn/neuromarketing,Consumer BehaviourMarketingConsumer NeuroscienceNeuromarketing
305,Inspired Leadership,SPECIALIZATION,4.7,130k,Intermediate,https://www.coursera.org/specializations/inspired-leadership,Emotional IntelligenceCoachingAppreciative InquiryLeadershipNegotiationMindfulnessAssertivenessCommunicationActive ListeningChange ManagementPositive PsychologyFacilitation
306,Power Electronics,SPECIALIZATION,4.7,91k,Intermediate,https://www.coursera.org/specializations/power-electronics,Understand the fundamentals of magnetic components including inductors and transformersDesign and optimize inductors and transformers for switched-mode power convertersAnalyze and model losses in magnetic components
307,Coaching Skills for Managers,SPECIALIZATION,4.7,53k,Intermediate,https://www.coursera.org/specializations/coaching-skills-manager,Active ListeningCommunicationManagementCoaching
308,Introduction to Cyber Security,SPECIALIZATION,4.7,42k,Beginner,https://www.coursera.org/specializations/intro-cyber-security,CryptographyCybersecurityRisk AssessmentCyber DefenseCyber AttacksInformation Security (INFOSEC)Denial-Of-Service Attack (DOS)Public-Key Cryptography
309,System Administration and IT Infrastructure Services,COURSE,4.7,130k,Beginner,https://www.coursera.org/learn/system-administration-it-infrastructure-services,Directory ServiceLightweight Directory Access Protocol (LDAP)Backup
310,TensorFlow: Data and Deployment,SPECIALIZATION,4.6,30k,Intermediate,https://www.coursera.org/specializations/tensorflow-data-and-deployment,"Machine LearningTensorflowadvanced deploymentObject DetectionJavaScriptConvolutional Neural NetworkTensorFlow.jsTensorFlow LiteMathematical OptimizationArtificial Neural NetworkExtraction, Transformation And Loading (ETL)Data Pipelines"
311,Fundraising and Development,SPECIALIZATION,4.6,9.5k,Beginner,https://www.coursera.org/specializations/fundraising-development,"Machine LearningTensorflowadvanced deploymentObject DetectionJavaScriptConvolutional Neural NetworkTensorFlow.jsTensorFlow LiteMathematical OptimizationArtificial Neural NetworkExtraction, Transformation And Loading (ETL)Data Pipelines"
312,Sequence Models,COURSE,4.8,260k,Intermediate,https://www.coursera.org/learn/nlp-sequence-models,Recurrent Neural NetworkArtificial Neural NetworkDeep LearningLong Short-Term Memory (ISTM)
313,Music Business,SPECIALIZATION,4.8,62k,Beginner,https://www.coursera.org/specializations/music-business,CopyrightMusicSocial MediaBusinessEntrepreneurshipMusic businessRevenue streamsTeambuildingContractsMarketingCrowdfundingNetworking
314,Программирование на Python,SPECIALIZATION,4.5,64k,Intermediate,https://www.coursera.org/specializations/programming-in-python,Django (Web Framework)Python ProgrammingAsynchronous I/OObject-Oriented Programming (OOP)SocketMultiprocessing
315,Fundamentals of Finance,COURSE,3.9,8.1k,Beginner,https://www.coursera.org/learn/finance-fundamentals,Django (Web Framework)Python ProgrammingAsynchronous I/OObject-Oriented Programming (OOP)SocketMultiprocessing
316,Gamification,COURSE,4.8,120k,Mixed,https://www.coursera.org/learn/gamification,PsychologyMarketingGame DesignGamification
317,Business Model Innovation,COURSE,4.7,21k,Mixed,https://www.coursera.org/learn/business-model,Strategic ManagementBusiness ModelBusiness ModelingBusiness Strategy
318,Practical Data Science with MATLAB,SPECIALIZATION,4.7,29k,Beginner,https://www.coursera.org/specializations/practical-data-science-matlab,Data AnalysisData Visualization (DataViz)MatlabFeature EngineeringData CleansingMachine LearningPredictive Modelling
319,Google Cloud Platform Big Data and Machine Learning Fundamentals,COURSE,4.7,180k,Intermediate,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals,TensorflowBigqueryGoogle Cloud PlatformCloud Computing
320,"Energy Production, Distribution & Safety",SPECIALIZATION,4.7,87k,Beginner,https://www.coursera.org/specializations/energy-industry,TensorflowBigqueryGoogle Cloud PlatformCloud Computing
321,Branding: The Creative Journey,SPECIALIZATION,4.6,47k,Beginner,https://www.coursera.org/specializations/branding-the-creative-journey,CreativityJournalismBrandingCommunicationCXAdvertisingLogoBrandBrand IdentityEmploymentLeadershipManagement
322,Developing APIs with Google Cloud's Apigee API Platform,SPECIALIZATION,4.6,25k,Intermediate,https://www.coursera.org/specializations/apigee-api-gcp,OauthAPI securityREST API designOpenAPI specificationsApigee API Platform
323,"GIS, Mapping, and Spatial Analysis",SPECIALIZATION,4.9,41k,Beginner,https://www.coursera.org/specializations/gis-mapping-spatial-analysis,Geographic Information System (GIS)CartographyEsriMappingSpatial Analysis
324,Marketing in a Digital World,COURSE,4.7,450k,Beginner,https://www.coursera.org/learn/marketing-digital,Digital MarketingMarketingPricing StrategiesMarketing MixProduct Strategies
325,Agile Meets Design Thinking,COURSE,4.7,110k,Beginner,https://www.coursera.org/learn/uva-darden-getting-started-agile,agile user storiesUser Experience Design (UXD)Agile Software DevelopmentProduct ManagementSoftware Development
326,Terrorism and Counterterrorism: Comparing Theory and Practice,COURSE,4.8,98k,Beginner,https://www.coursera.org/learn/terrorism,TerrorismPolicy AnalysisInternational LawHistory
327,Introduction to Sustainability,COURSE,4.7,100k,Mixed,https://www.coursera.org/learn/sustainability,TerrorismPolicy AnalysisInternational LawHistory
328,Excel Skills for Business: Intermediate I,COURSE,4.9,180k,Intermediate,https://www.coursera.org/learn/excel-intermediate-1,ConcatenationMicrosoft ExcelConsolizationPivot TablePivot Chart
329,Forensic Accounting and Fraud Examination,COURSE,4.7,59k,Mixed,https://www.coursera.org/learn/forensic-accounting,Fraud DetectionInternal ControlFraud InvestigationForensic Accounting
330,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
331,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
332,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
333,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
334,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
335,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
336,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
337,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
338,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
339,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
340,Databases and SQL for Data Science,COURSE,4.7,160k,Beginner,https://www.coursera.org/learn/sql-data-science,Cloud DatabasesPython ProgrammingIpythonRelational Database Management System (RDBMS)SQL
341,Wind Energy,COURSE,4.7,110k,Mixed,https://www.coursera.org/learn/wind-energy,Wind EnergyMaterialsWind PowerWind Energy Engineering
342,Inspirational Leadership: Leading with Sense,SPECIALIZATION,4.5,89k,Beginner,https://www.coursera.org/specializations/inspirational-leadership,ConfidenceCommunicationLeadershipStrategic Hr LeadershipHuman Resources (HR)
343,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",COURSE,4.7,46k,Advanced,https://www.coursera.org/learn/advanced-valuation-and-strategy,ConfidenceCommunicationLeadershipStrategic Hr LeadershipHuman Resources (HR)
344,Advanced Machine Learning with TensorFlow on Google Cloud Platform,SPECIALIZATION,4.5,56k,Advanced,https://www.coursera.org/specializations/advanced-machine-learning-tensorflow-gcp,TensorflowConvolutional Neural NetworkEstimatorAdvanced Machine Learning
345,Data Science Methodology,COURSE,4.6,120k,Beginner,https://www.coursera.org/learn/data-science-methodology,TensorflowConvolutional Neural NetworkEstimatorAdvanced Machine Learning
346,Driving business towards the Sustainable Development Goals,COURSE,4.8,11k,Beginner,https://www.coursera.org/learn/sdgbusiness,TensorflowConvolutional Neural NetworkEstimatorAdvanced Machine Learning
347,Keeping up with Change: Issues for the Finance Professional,COURSE,4.7,13k,Mixed,https://www.coursera.org/learn/change-for-the-finance-professional,International Financial Reporting Standards (IFRS)Strategic ManagementFinanceCorporate Governance
348,Removing Barriers to Change,COURSE,5,2.4k,Beginner,https://www.coursera.org/learn/removing-barriers-to-change,International Financial Reporting Standards (IFRS)Strategic ManagementFinanceCorporate Governance
349,Introduction to English Common Law,COURSE,4.8,40k,Beginner,https://www.coursera.org/learn/intro-common-law,International Financial Reporting Standards (IFRS)Strategic ManagementFinanceCorporate Governance
350,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
351,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
352,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
353,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
354,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
355,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
356,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
357,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
358,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
359,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
360,Digital Transformation in Financial Services,SPECIALIZATION,4.4,35k,Beginner,https://www.coursera.org/specializations/digital-transformation-financial-services,Digital StrategyOpen BankingInnovationFinancial TechnologyFinancial ServicesBusiness EcosystemCrowdfundingPeer-To-Peer Lending
361,Blockchain Revolution in Financial Services,SPECIALIZATION,4.7,8.5k,Beginner,https://www.coursera.org/specializations/blockchain-financial-services,Collaborative Working EnvironmentBlockchain (Database)Open CollaborationAccess StructureObject BindingAlcatel Business CommunicationsCenturylinkBase Address
362,Data Science Math Skills,COURSE,4.5,230k,Beginner,https://www.coursera.org/learn/datasciencemathskills,Bayes' TheoremBayesian ProbabilityProbabilityProbability Theory
363,Vital Signs: Understanding What the Body Is Telling Us,COURSE,4.8,220k,Mixed,https://www.coursera.org/learn/vital-signs,Dolor AssessmentMetabolic PathwaysVital SignsPain Management
