Job ID,Date,Company Name,Post,Location,Description,Level,Type,Function,Industry
2316654139,2020-11-20,Hamilton Health Sciences,"Analyst, Clin Systems & Data","Hamilton, Ontario, Canada","The analyst achieves and maintains effective clinical and statistical data management, control, planning and reporting through expertise of clinical systems at HHS. The analyst has a focus on clinical data quality, provides education and support to the users of the information, facilitates process improvements at the front line and supports advisors through standardized reporting and dashboards.  Meditech Applications, MIS, Peoplesoft/Telus, Winrces, Folio, ProClarity, HHS developed tools (i.e Budget Tool), Inpatient database, Regional Critical Care Database, Pharmacy, Lab databases, Report Builder 3.  programming, Coding Standards and Guidelines, CMG Grouping Methodologies, Anatomy, Pathophysiology, Health Records Management, Medical Terminology, Statistics, Epidemiology, Health Care Law, Privacy Legislation, workload data,    Administrative/Service    Ontario-Hamilton    100 King St. West    34011-DSS Wait Times    Temporary    37.5    1    Non Union Employees    31.8800    40.8700    Nov 20, 2020, 12:00:00 AM  Nov 26, 2020, 11:59:00 PM    Our mission is simple: create value through insight. Our vision is to become sector leaders by developing best-in-class people and processes in our journey of change. The Decision Support team provides operational and financial insight through the provision of timely and accurate information, presented in consumable formats for making decision making. We provide organizational expertise in the analysis, interpretation and integration of financial and clinical data and support the delivery of appropriate, cost efficient care in a financially constrained environment. We value people with curious minds who have a knack for problem solving and who exhibit a unique blend of analytical ability and business acumen. We work in a fast paced, highly technical environment demanding flexibility, adaptability, and expert computer skills to meet the changing needs of the organization    9-5  This position is temporary until 2022-11-30    Hamilton Health Sciences fosters a culture of patient and staff safety, whereby all employees are guided by our Mission, Vision, Values, and Values Based Code of Conduct. Hamilton Health Sciences is a teaching hospital and all staff and physicians are expected to support students and other learners.  To be considered for this opportunity applicants must apply during the posting period. All internal and external applicants may ONLY apply via the Careers website.  Hamilton Health Sciences is an equal opportunity employer and we will accommodate any needs under the Canadian Charter of Rights and Freedom, Accessibility for Ontarians with Disabilities Act and the Ontario Human Rights Code. Hiring processes will be modified to remove barriers to accommodate those with disabilities, if requested. Should any applicant require accommodation through the application processes, please contact HR Services at 905-521-2100, Ext. 46947 for assistance. If the applicant requires a specific accommodation because of a disability during an interview, the applicant will need to advise the hiring manager when scheduling the interview and the appropriate accommodations can be made.  This competition is open to all qualified applicants, however, qualified internal applicants will be considered first. Past performance will be considered as part of the selection process. If you are a previous employee of Hamilton Health Sciences, please note: the circumstances around an employee's exit will be considered prior to an offer of employment  Proficiency in both Official Languages, French and English, is considered an asset  If this position is temporary, selection for this position will be as per the outlined Collective Agreements:  Article 30 (k), CUPE Collective Agreement  Article 10.7 (d), ONA Collective Agreement  Article 13.01 (b) (ii), OPSEU 273 Collective Agreement  Article 14.04, OPSEU 209 Collective Agreement  Article 2.07 and Article 13, PIPSC RT Collective Agreement",Associate,Full-time,Information Technology,"Nonprofit Organization ManagementHealth, Wellness and FitnessHospital & Health Care"
2316635832,2020-11-20,Saskatchewan Health Authority,FINANCIAL SYSTEMS BUSINESS ANALYST,"Yorkton, Saskatchewan, Canada","Employer Job Number: GO-00612026 Facility: ADMINISTRATION - SHR Job : Develops, certifies, implements, maintains, supports and performs related processes for all financial information systems modules including the integration of new information technology systems relating to ongoing service goals of the Finance Department.    Business/Accounting diploma    Previous: Forty-eight (48) months previous discipline-related experience as a Finance Officer to consolidate knowledge and skills required to provide financial services, including twenty-four (24) months user-experience working with the Financial Information System and related modules. Knowledge, Skills and Abilities  Advanced knowledge of computers, networks and protocols Advanced programming skills Interpersonal skills Valid drivers license, where required by the job Analytical skills Organizational skills Advanced communication skills Program management skills Problem solving skills Ability to work independently External applicants must upload the following additional documents when applying for this job: Current Criminal Record Check and Vulnerable Sector Check (less than 6 months old) Grade 12 or post-secondary education certificates/transcripts Proof of enrollment if applying on Certificate/Diploma positions Any applicable licenses/registrations relating to the roleIf you have more than one required additional document, place them into 1 file (preferably Microsoft Word or PDF) and upload under Additional Document on the Apply screen.**Please note that if all relevant information is not received, your application will not be considered. <> For more information on this job, please visit the employer's website.",Associate,Full-time,FinanceSales,Nonprofit Organization ManagementGovernment AdministrationHospital & Health Care
2294430172,2020-11-20,Apotex Inc.,"Specialist, Data Platform Engineer","Toronto, Ontario, Canada","Job Summary The Engineer, Platform Data is responsible for the expanding and optimizing the data pipeline architecture as well as optimizing data flow and collection of cross-functional teams. The Platform Data Engineer will support the data analysis on data intiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.",Mid-Senior level,Full-time,ManufacturingInformation Technology,Pharmaceuticals
2316631758,2020-11-20,Goodfood Market (TSX:FOOD),Senior ERP Business Analyst - D365 F&O (Warehousing),"Toronto, Ontario, Canada","Description  Goodfood (TSX:FOOD) is a leading online grocery service in Canada, delivering fresh meal solutions that make it easy for members from coast to coast to enjoy delicious meals at home every week. Goodfood’s mission is to make the impossible come true, from farm to kitchen, by enabling members to do their weekly meal planning and grocery shopping in minutes. Goodfood members get access to a unique selection of products online as well as exclusive pricing made possible by its world-class direct-to-consumer fulfillment eco-system. Goodfood currently has more than 270,000 active subscribers and over 2,500 dedicated and passionate employees across Canada.  As a you will be responsible for the implementation and enhancements of the D365 warehousing modules (Discovery, Analysis, Design, Configuration, Deployment and initial Post Implementation support) that drive our business processes across four nationwide manufacturing and fulfillment centers. This role will lead and/or participate in Requirements definition, Fit Gap Analysis, System Design, Configuration, Testing and Training of Microsoft Dynamics 365 warehousing functions. You will apply proven communication, analytical, and problem-solving skills to implement new and enhanced applications.  We are looking for someone with strong creative, technical skills who can handle multiple projects at once - executing projects from ideation through production. The ideal candidate has a track record of successful conceptualizing and designing supply chain processes that drive revenue, quality and productivity at a large scale.         Our team strives to give our members a world class customer experience. We believe in being ambassadors of the brand to make the impossible come true from farm to table!",Associate,Full-time,Business DevelopmentSales,Food & BeveragesComputer SoftwareConsumer Goods
2316632624,2020-11-20,C2RO,Data Analysis Engineer,"Quebec, Canada","Job Description  C2RO is all about generating actionable and accurate data and we are looking to hire a full-time Data Analysis Engineer responsible for finding trends and patterns in our data and generate insights out of raw data to make it more useful to our customers. This role not only requires a significant set of technical skills but also needs strong communication skills, and excellent analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of data while having excellent attention to detail and data consistency across the company. We are looking for a proactive, imaginative generalist that works well on a small, dynamic and agile team and will work with product engineers and product managers as well as sales and marketing to communicate business intelligence trends to our enterprise customers worldwide.    A data analysis engineer position at C2RO is tasked with managing and organizing data, while also keeping an eye out for trends or inconsistencies that will impact our business goals. It's a highly technical position, requiring experience and skills in areas like programming, mathematics and computer science. Such a person also needs soft skills to communicate data trends across our company and to help the business make use of the data it collects. Responsibilities will include:          Competitive salary, stock options, medical/dental insurance plan, and several other social benefits are offered.    C2RO is an AI enterprise software company based in Canada and was listed as 2020's most pioneering AI video analytics solution by Corporate Vision, as well as one of the most trusted retail technology providers in the world by CIO Techie magazine. It offers privacy-aware AI video analytics for physical spaces using proprietary edge-cloud AI and computer vision technologies. C2RO's flagship product, Perceive, is enabling data-driven decision making, optimization of operations, and transformation of physical facilities into safe, engaging, and immersive environments for visitors. The C2RO biometric-free solutions are built for scale and reuse existing surveillance cameras while being compliant with the most restrictive data privacy regulations in the world such as GDPR. In response to the COVID-19 global pandemic, C2RO Perceive™ has been significantly and seamlessly extended to include automated thermal screening and safety measures monitoring. This new analysis capability will enable real-time screening and large-scale state-wide data collection in both public and private sector applications.    Please only apply via this link ( by submitting your resume and a brief cover letter as to why this opportunity is a good fit for you. Please note we only select remote applicants from Canada or the United States with a preference to applicants residing in the same time zone (Eastern GMT-5) as C2RO. In addition, our HR team will only contact candidates whose experience is a good match with our requirements.",Entry level,Full-time,EngineeringInformation Technology,Information Technology and ServicesComputer SoftwareInternet
2316636004,2020-11-20,Alithya Canada Inc.,BI Architect-SSIS,"Montréal-Est, Quebec, Canada","BI Architect-SSIS montreal Montreal, Quebec, Canada Do you want to experience the essence of a large organization in a company with a personal touch? Come and work with us! We are looking for creative, innovative, and collaborative people like you to join our team.  At the heart of Alithya’s values is the well-being of our employees and their families. That's why, we continue to follow the Public Health Agency of Canada’s recommendations closely.  We remain close to you, while keeping our distance via Phone, Skype, Zoom or however you like.  Take your ambitions to the next level   When it just clicks!  Does this sound like you?    WHERE YOU NEED TO BE  Life at Alithya     Because creativity, passion, integrity and wellness are the company’s core values, we are looking for people like you who are enthusiastic, innovative, open-minded, team players and eager to learn.  Working at Alithya is a chance to be part of an energetic, dynamic, and growing team of more than 2,000 professionals in Canada, the United States and France. Our diverse practices and the extensive major projects entrusted to us by our prestigious clients allows us to offer many high growth potential opportunities to our employees in well-established technologies.  Alithya Group is an advocate for workforce diversity and as such, encourages the participation of women in management roles. We belong to the 30% Club, which encourages women’s access to leadership positions.    We have made a video series about our employees called 1 minute, 1 career!  Meet Rowena, a Java Analyst Developer at the Digital Solutions Center in Montreal.  “What's also great at Alithya is that we are exposed to a variety of technologies and this helps me add to my working portfolio.”",Associate,Full-time,Business DevelopmentSales,Information Technology and ServicesComputer SoftwareFinancial Services
2316619533,2020-11-20,Cascades,Distribution Analyst,"Candiac, Quebec, Canada","Your challenge!  Under the supervision of the Director, Demand and Supply Planning, the Distribution Analyst works closely with the sales, marketing, finance and customer service teams, as well as with the plants, to analyze and optimize the planning network within the plants while ensuring customer satisfaction. The incumbent coordinates with the plants to determine the capacity and availability of supplies, production time, shipping requirements and product mix of each branch. The incumbent also works with each plant to improve profitability and coordinate the launch of new products and the depletion of obsolete items.       The Distribution Analyst will have the following main responsibilities:     The Distribution Analyst shall have the following qualifications:     Cascades believes in the success of an inclusive organization that values diversity within its team. All qualified candidates will be considered for this position in a fair manner. Use of the masculine in our communications refers equally to both women and men.    To be part of Cascades is to reveal the full potential of materials, people and ideas. We are source of possibilities. Since 1964, we have been providing sustainable, innovative and value-creating solutions in packaging, hygiene and recovery.  Join 12,000 women and men working in a network of more than 90 operating units located in North America and Europe.",Entry level,Full-time,ManagementManufacturing,Food & BeveragesConsumer GoodsFinancial Services
2316607314,2020-11-20,Humanify360,Analyste Intégration des Données Produits,"Québec City, Quebec, Canada","Notre Client, Un Leader Dans Le Monde Du Retail, Œuvrant à Travers Le Canada, Nous a Mandaté Pour Recruter Son/sa Futur(e)  Analyste Intégration des Données Produits à Boucherville    Dans notre compagnie, plus de 26 000 employé(e)s cultivent leur passion chaque jour. Nos équipes sont animées par la volonté d’aider nos clients à faire de leurs projets une réalité, et engagées à faire une différence dans les communautés où nous sommes établis. Nous exploitons ou desservons plus de 470 magasins corporatifs et marchands affiliés indépendants.  Grâce à une offre de produits et services unique et à des formats complémentaires allant des quincailleries de quartier aux magasins de grande surface, nos enseignes sont outillées pour répondre à tous les besoins des rénovateurs amateurs et des professionnels de la construction.  Vous avez le talent? Nous avons les outils! Chez nous, votre travail et vos idées contribuent à bâtir une organisation florissante. Votre voix sera toujours entendue et valorisée.  Vous trouverez des possibilités de carrière à la mesure de vos ambitions et pourrez développer encore davantage l’ensemble de compétences qui vous rend unique.  Si vous cherchez à faire ce que vous aimez, à grandir au sein d’une grande famille accueillante et à vous perfectionner chez l’un des meilleurs employeurs au Canada, selon un récent sondage mené par Forbes, nous pourrions être parfaits l’un pour l’autre.    L'analyste PI est responsable de la configuration des nouveaux produits stock et en commande spéciale dans le système de gestion de contenu produit (PCM). Cela implique de valider que toutes les étapes de la synchronisation des données sont terminées, à la fois les données GDSN et les données liées au marketing.  Vous serez responsable de la coordination et du suivi des processus impliquant la collecte de données sur les produits et le respect des échéanciers avec les différentes équipes internes et externes, y compris des fournisseurs nationaux et internationaux.  L’analystes pourrait aussi avoir à participer et préparer la documentation et des présentations à utiliser au sein de notre entreprise. Cela peut inclure de s'assurer que tous les utilisateurs en aval reçoivent des explications précises sur les processus, de s’assurer d’obtenir les informations requises dans les délais établis par l’équipe de marchandisage.    Profil    Les compétences que nous recherchons :  Informations contractuelles    En travaillant chez nous, vous bénéficierez de nombreux avantages, tels que :  Requirements Les compétences que nous recherchons :",Associate,Full-time,Information Technology,Information Technology and ServicesComputer SoftwareFinancial Services
2316606165,2020-11-20,University of Ottawa - FR,Business Analyst,"Ottawa, Ontario, Canada","Position Purpose  Provide guidance and advice to clients in order to align the technology solutions and the business objectives and requirements. Work closely with various levels of senior management, often acting as an official liaison between IT and the client to identify how to apply new technologies and procedures to the organization’s advantage. The University has been recognized as one of the National Capital Region’s top employers in 2019. The main campus, located at the heart of Ottawa’s downtown core, gives you access to a range of services, including fitness facilities and popular food outlets. As an employee, you will be working in a multicultural environment that fosters diversity, inclusion, respect and appreciation. To encourage you to feel at home, the University has created a work environment that promotes health and well-being and facilitates a healthy work-life balance. Information Technology is a dynamic and collaborative environment. We are focused on prioritizing and optimizing technological investments that facilitate the best student experience, as well as the activities of faculty, researchers and staff. Our greatest strength are the people working with us. People like you, professionals eager to flex their intellectual muscle and achieve new heights in their career. Working here gives you access to a great IT environment, rich with a diverse range of platforms, products, and services. This is a place where innovative ideas are welcome. In a nutshell: working here is challenging and rewarding. It’ll bring out the best of you. We want people that have the drive to advance IT in higher education. We have the technologies to keep your inner fires burning, and benefits that can help you sustain a better lifestyle. And all this minutes away from gyms, the Byward Market, downtown, and the Rideau Canal at lunch time for runners and skaters.    University Degree in Computer Science, Management Information Systems (MIS) or a related field or an equivalent combination of education and experience Minimum 3 years of experience supporting business units and their IT needs Knowledge of computing principles with understanding of business processes and cycles Knowledge of project management methods and practices Knowledge of University’s business standards and processes Knowledge of University’s established IT strategies, policies and procedures and how to apply these to client requirements Knowledge of various software and web applications Analytical skills to convert business requirements into technical specifications Ability to communicate technical concepts in a non-technical manner Ability to proactively keep abreast of new emerging technologies Bilingualism - French and English (written and spoken)    Key competencies required at the University of Ottawa: Organize in time a series of actions or events in order to achieve an objective or a project. Plan and organize own work and priorities in regular daily activities. Demonstrate creativity and initiative to suggest improvements and encourage positive results. Be proactive and self-starting. Show availability and willingness to go above and beyond expectations whenever possible. Reflect a positive attitude, demonstrate competence and professionalism, treat members of the community with respect, exercise care, devote full attention and find solutions. (Visit the section ""Useful links"" on the home page to read the detailed definition). Cooperate and work well with other members of the team to reach common goal. Accept and give constructive feedback. Adjust own behaviour to reach team goals.    All qualified candidates are invited to apply; however, preference will be given to Canadian citizens and permanent residents. The University of Ottawa is an equal opportunity employer. We strongly encourage applications from women, Aboriginal peoples, persons with disabilities and racialized persons. If you are invited to continue the selection process, please notify us of any particular adaptive measures you might require. Temporary assignment or contract of 24 months, with possibility of renewal. Eligibility to benefits and union affiliation will be determined upon hiring. Applications from employees belonging to the bargaining unit PIPSC will be considered first. The University also accepts external applications; they will be considered in second place. To obtain a temporary assignment, internal candidates must receive approval from their immediate supervisor. Schedule with an average of 35hrs/week. Requirements related to skills and experience are determined by the University of Ottawa, and all positions are subject to relevant laws, collective agreements, and regulations. Please note that we will only communicate with candidates who are chosen for a preselection test or for an interview. Remember to upload a copy of your diploma(s) or a certificate of merit as well as a current version of your CV into the My documents section of your career profile (please include the job ID number, i.e. J0000-0000, in the title of your document).",Associate,Contract,Business DevelopmentSales,Higher EducationGovernment AdministrationFinancial Services
2316602636,2020-11-20,University of Ottawa - FR,Data Analyst,"Ottawa, Ontario, Canada","Position Purpose  Provide guidance and advice to clients in order to align the technology solutions and the business objectives and requirements. Work closely with various levels of senior management, often acting as an official liaison between IT and the client to identify how to apply new technologies and procedures to the organization’s advantage. The University has been recognized as one of the National Capital Region’s top employers in 2019. The main campus, located at the heart of Ottawa’s downtown core, gives you access to a range of services, including fitness facilities and popular food outlets. As an employee, you will be working in a multicultural environment that fosters diversity, inclusion, respect and appreciation. To encourage you to feel at home, the University has created a work environment that promotes health and well-being and facilitates a healthy work-life balance. Information Technology is a dynamic and collaborative environment. We are focused on prioritizing and optimizing technological investments that facilitate the best student experience, as well as the activities of faculty, researchers and staff. Our greatest strength are the people working with us. People like you, professionals eager to flex their intellectual muscle and achieve new heights in their career. Working here gives you access to a great IT environment, rich with a diverse range of platforms, products, and services. This is a place where innovative ideas are welcome. In a nutshell: working here is challenging and rewarding. It’ll bring out the best of you. We want people that have the drive to advance IT in higher education. We have the technologies to keep your inner fires burning, and benefits that can help you sustain a better lifestyle. And all this minutes away from gyms, the Byward Market, downtown, and the Rideau Canal at lunch time for runners and skaters.    University Degree in Computer Science, Management Information Systems (MIS) or a related field or an equivalent combination of education and experience Minimum 3 years of experience supporting business units and their IT needs Minimum 5 years of experience with reporting, data manipulation, data analysis, with analytic tools (Tableau, Informatica, Power BI, SQL, Python, VBA, Business Objects, Java, XML, R, etc.) Expertise in data manipulation and integrity checking for a variety of data types to transform data for reporting and analytics Strong knowledge of and experience with reporting packages (Business Objects etc.), databases (SQL queries, stored procedures, etc.), programming (XML, JavaScript, Python, R, etc.) Experience in working with Agile methodology. Knowledge of big data and cloud technology Microsoft Azure Expertise in developing dashboards, visualizations, and the use of tools like Power BI, Tableau, to garner business insights from social, client and time series data Knowledge of statistics and experience using statistical packages to analyze datasets (Excel, SPSS, SAS, etc.) Demonstrated experience in collecting, organizing, analyzing and disseminating large volumes of data with attention to detail and accuracy. Put insights above with dashboard development. Ability to handle conflicting work demands from multiple projects and deliverables Critical thinking skills to understand business and convert to conceptual data models and inform analysis Ability to understand business needs, build relationships, communicate with and train business users in the use of data insights Knowledge of computing principles with understanding of business processes and cycles Knowledge of project management methods and practices Knowledge of University’s business standards and processes Knowledge of University’s established IT strategies, policies and procedures and how to apply these to client requirements Knowledge of various software and web applications Ability to communicate technical concepts in a non-technical manner Ability to proactively keep abreast of new emerging technologies Bilingualism - French and English (written and spoken)    Key competencies required at the University of Ottawa: Organize in time a series of actions or events in order to achieve an objective or a project. Plan and organize own work and priorities in regular daily activities. Demonstrate creativity and initiative to suggest improvements and encourage positive results. Be proactive and self-starting. Show availability and willingness to go above and beyond expectations whenever possible. Reflect a positive attitude, demonstrate competence and professionalism, treat members of the community with respect, exercise care, devote full attention and find solutions. (Visit the section ""Useful links"" on the home page to read the detailed definition). Cooperate and work well with other members of the team to reach common goal. Accept and give constructive feedback. Adjust own behaviour to reach team goals.    All qualified candidates are invited to apply; however, preference will be given to Canadian citizens and permanent residents. The University of Ottawa is an equal opportunity employer. We strongly encourage applications from women, Aboriginal peoples, persons with disabilities and racialized persons. If you are invited to continue the selection process, please notify us of any particular adaptive measures you might require. Temporary assignment or contract of 12 months, with possibility of renewal. Eligibility to benefits and union affiliation will be determined upon hiring. Applications from employees belonging to the bargaining unit PIPSC will be considered first. The University also accepts external applications; they will be considered in second place. To obtain a temporary assignment, internal candidates must receive approval from their immediate supervisor. Schedule with an average of 35hrs/week. Requirements related to skills and experience are determined by the University of Ottawa, and all positions are subject to relevant laws, collective agreements, and regulations. Please note that we will only communicate with candidates who are chosen for a preselection test or for an interview. Remember to upload a copy of your diploma(s) or a certificate of merit as well as a current version of your CV into the My documents section of your career profile (please include the job ID number, i.e. J0000-0000, in the title of your document).",Entry level,Contract,Information Technology,Higher EducationGovernment AdministrationFinancial Services
2316600012,2020-11-20,Teamrecruiter.com Inc,"Business Analyst (CAD, MPDS, IP Based Telephony, Avaya, P25) - Toronto","Toronto, Ontario, Canada","""The start date of this job is flexible and in order to find the best candidate the job may remain open much longer than the date mentioned on this posting…..or you may be asked to start sooner than the expected start date if you are able to do so!""  URGENT: Please read the job description below. If this interests you, please send a MS-Word version copy of your updated resume (ASAP) along with your salary expectations, first available date and a telephone contact number  Please mention the job title above in the subject line The recruiter in charge of this role is Leonard  If you do not think you are a match for this opportunity, but know someone who is, feel free to forward this email to them and you will be eligible for a referral bonus upon a successful hire.  One of our government clients is looking for a Business Analyst (CAD, MPDS, IP Based Telephony, Avaya, P25) Length: Contract term is 1 year with a possibility of extension  Location: Toronto, ON / Remote  Responsibilities Provides a comprehensive range of I&IT business analysis services for clients with diverse business and technological needs. Interacts with the business stakeholders and subject matter experts in order to understand their requirements through gathering, documenting, and analyzing business needs and requirements. Prepares and advises on business analysis policies, processes, best practices and standards to promote a comprehensive and consistent business analysis practice within the organization.  Must Haves -Experience working in a public safety environment, such as ambulance, fire or police -Experience with Computer Aided Dispatch (CAD application) -Experience with telephony and radio technologies such as IP based telephony, Avaya, P25 -Experience with implementing and integrating Medical Triage Algorithm such as MPDS -10+ years experience with Business Analysis  General Skills -Leads and conducts business analysis in order to assess client's business problems/opportunities and documents the business requirements in such a way that I&IT solutions can be determined. -Applies re-engineering concepts to promote business improvements through alternative and cost effective service delivery approaches -Leads and conducts business analysis at varying levels of detail appropriate to the project and phases of project, aligning with Ontario Government Unified Project Management Methodology, Enterprise Architecture and Gating Process, and Ontario Government Standard Systems Development Methodologies -Develops strategies, prepares business cases and cost-benefit analysis, and conducts feasibility studies for business I&IT initiatives -Develops sound processes for requirements gathering including but n o t limited to JAD sessions, interviews, mockups, etc. -Conducts business modeling; use case modeling; conceptual and logical data modeling; process and data flow modeling; use case surveys; business rules definition and non-functional requirements definitions for assigned projects -Monitors progress, resolves problems and reports regularly to I&IT management and stakeholders -Develops performance measures and traceability matrices for business analysis evaluation and conducts follow-up -Experience developing strategies, preparing business cases and cost-benefit analysis -Experience conducting requirements gathering, developing documentation, including presentations and briefing notes and conducting stakeholder engagement -Experience in the use of Computer Aided Software Engineering (CASE) tools to document conceptual requirements and scope -Awareness of emerging I&IT trends and technologies -Excellent analytical, problem-solving and decision-making skills; verbal and written communication skills; interpersonal and negotiation skills -A team player with a track record for meeting deadlines  Desirable Skills -Experience in the use of information retrieval packages -Knowledge and understanding of Information Management principles, concepts, policies and practices -Ability to translate business and data requirements into specifications sufficient for designing appropriate technology solutions -Experience with a wide range of methods, tools and techniques for business analysis such as: business functional modelling, business event modelling, business process mapping -Experience in structured, object oriented and agile methodologies for user requirements -Experience developing performance measures for business analysis evaluation and subsequent follow-up -Knowledge and understanding of Accessibility for Ontarians with Disability Act (AODA) and related regulations and standards  Please note that this is the most up to date version of job description available at this time - During Client Interview you will receive additional information - variance may apply !  Please visit the TEAMRECRUITER website to review other CAREER OPPORTUNITIES!",Associate,Full-time,Business DevelopmentSales,Staffing and RecruitingFinancial ServicesReal Estate
2316596516,2020-11-20,Charles River Laboratories,Analyst Immunology (Immunotoxicology),"Senneville, Quebec, Canada","Performs technical laboratory activities in support of client studies or procedures. Performs analysis of data for quality and completeness and determines if results are as expected. Records data in compliance with company and regulatory policies and standards to meet quality and accuracy requirements.  We are seeking an Analyst Immunology for our Immunotoxicology group located in Senneville, Québec.",Entry level,Full-time,ResearchAnalystInformation Technology,ResearchBiotechnologyPharmaceuticals
2316593832,2020-11-20,Vidéotron Siège social,"Analyste Déploiement, Ingénierie Intégrité des données - Montreal","Montreal, Quebec, Canada","Venez Montrer Que Vous Êtes Le Prochain  Analyste Déploiement, Ingénierie Intégrité des données Votre poste, sans filtre Relevant du gestionnaire principal déploiement, Intégrité des données le titulaire du poste sera responsable de l’analyse et du déploiement des solutions d’intégrité des données pour supporter les besoins d’affaires en gestion de données utilisées dans les processus de planification, déploiement et opération des réseaux.        Nous pourrions vous dire que nous sommes l’entreprise la plus admirée des Québécois, la meilleure expérience client et le chef de file des télécommunications et du divertissement.  Nous pourrions ajouter que nous sommes en croissance constante, que tous nos voyants de développement sont au vert et que nous sommes un fleuron de l’économie québécoise. Mais il suffit de voir chaque jour la passion et le dévouement de nos 7 000 employés, l’unité de nos équipes, le goût du challenge, l’optimisme et la satisfaction de chacun pour vraiment comprendre comment nous en sommes arrivés là.  Et si l’avenir s’annonce rayonnant, ça ne sera pas par hasard non plus.",Associate,Full-time,Information Technology,Information Technology and ServicesComputer SoftwareFinancial Services
2316592919,2020-11-20,Business Development Bank of Canada,"SENIOR ANALYST/ANALYST, OPERATIONS SUPPORT - GROWTH & TRANSITION CAPITAL - 12-18 month contract","Montreal, Quebec, Canada","No other bank is doing what we do.At BDC, we're devoted to Canadian entrepreneurs. We're also dedicated to our employees. Adaptable. Inspiring. Different. There's a reason we like to work here and we think you'll like it too.  Position Overview  The Analyst, Operations support, Growth & Transition Capital, prepares financial information analyses and reports, as well as focuses on improving business processes and procedures. The incumbent is also responsible for proposing solutions for improving operational processes, tools, analytical models, databases, etc.  CHALLENGES TO BE MET",Entry level,Contract,Information Technology,Information Technology and ServicesBankingFinancial Services
2316590865,2020-11-20,Teamrecruiter.com Inc,"Business Analyst (Data Warehouse/Modelling, Cognos, OBIEE) - Toronto","Toronto, Ontario, Canada","""The start date of this job is flexible and in order to find the best candidate the job may remain open much longer than the date mentioned on this posting…..or you may be asked to start sooner than the expected start date if you are able to do so!""  URGENT: Please read the job description below. If this interests you, please send a MS-Word version copy of your updated resume (ASAP) along with your salary expectations, first available date and a telephone contact number  Please mention the job title above in the subject line The recruiter in charge of this role is Dhruv  If you do not think you are a match for this opportunity, but know someone who is, feel free to forward this email to them and you will be eligible for a referral bonus upon a successful hire.  One of our government clients is looking for a Business Analyst (Data Warehouse/Modelling, Cognos, OBIEE) Length: Contract term is 2 months + with a possibility of extension  Location: Toronto, ON /Remote  Role: Working on the ORBIT program completing project implementation and support, this role is more so a hybrid of business intelligence consultant and BA/QA.  Responsibilities: The Senior Business Analyst will work closely with the Business Team, Business Architect, Systems Architect, Solution Architect, Development Team and Project Manager to ensure completeness of requirements to develop an enterprise Financial Data Warehouse capable of full-filling business expectations. The Sr. Business Analyst will need to understand how business requirements impact the Data Warehouse strategy, prioritization, and translate into technical requirements. The Sr. Business Analyst will collaborate with the client to establish test plans and validate data, structures, sources though reporting functions. The Sr. Business Analyst will also be responsible prepare documentation necessary for implementation.  Must Haves: -10 Years of experience in full scale DW testing -Experience testing Cognos, OBIEE -Experience Data Modelling  Assets: -Public Sector Experience -Experience testing large data sets/budgeting platforms",Associate,Contract,Business DevelopmentSales,Staffing and RecruitingFinancial ServicesReal Estate
2316586920,2020-11-20,Fed IT,CRM ERP Business Analyst - Laval,"Québec City, Quebec, Canada","Company Description  Fed IT, a recruitment firm specializing in IT job recruitment, We work on two types of recruitment: temporary and permanent. All our consultants are IT experts who speak your language and evolve in your universe. Do not hesitate to follow our company page to discover all of our open positions in the IT, development, decision-making and infrastructure fields.  We are currently looking for one of our client, a Microsoft Dynamics Business Analyst.    *** Remote Work role for 2020 ***",Associate,Full-time,Business DevelopmentSales,Information Technology and ServicesComputer SoftwareStaffing and Recruiting
2316589637,2020-11-20,Jump Recruteurs,"Senior Analyst, Project Accountant","Montreal, Quebec, Canada","Our client is rapidly growing and carries out major projects on an international level. If you are looking for challenges in a dynamic environment that will allow you to learn, this position is for you!  Member of the Project Development team, the senior analyst is responsible for providing support to implement project cost management systems, generate and analyze cost reports for the various projects of the group.  Salary: To be discussed.  Location: South-shore  Support the ""Oracle",Associate,Full-time,Project ManagementInformation Technology,Information Technology and ServicesComputer SoftwareStaffing and Recruiting
